%Loading Case (lbs)	F0 (lbf)	F1 (lbf)	F2 (lbf)	F3D (lbf)	LVDT (in)	%2/20/20202:21 PM
0.000	-0.332	0.307	0.001	-97.825	-0.005
0.000	-0.333	0.307	0.003	-97.834	-0.005
0.000	-0.329	0.311	0.006	-97.857	-0.005
0.000	-0.328	0.300	0.008	-97.860	-0.005
0.000	-0.329	0.299	0.005	-97.787	-0.005
0.000	-0.331	0.294	0.000	-97.842	-0.005
0.000	-0.338	0.296	0.004	-97.802	-0.005
0.000	-0.326	0.293	0.001	-97.750	-0.005
0.000	-0.337	0.292	0.005	-97.734	-0.005
0.000	-0.339	0.290	-0.008	-97.871	-0.005
10.000	2.621	2.606	5.088	-78.870	0.007
10.000	2.620	2.597	5.089	-78.871	0.007
10.000	2.617	2.592	5.099	-78.814	0.007
10.000	2.616	2.597	5.095	-78.847	0.007
10.000	2.624	2.593	5.089	-78.729	0.007
10.000	2.623	2.604	5.097	-78.803	0.007
10.000	2.622	2.595	5.099	-78.849	0.007
10.000	2.621	2.593	5.088	-78.826	0.007
10.000	2.620	2.591	5.081	-78.803	0.007
10.000	2.611	2.591	5.092	-78.796	0.007
20.000	5.309	5.201	10.247	-59.236	0.018
20.000	5.307	5.197	10.242	-59.315	0.018
20.000	5.309	5.201	10.252	-59.266	0.018
20.000	5.310	5.206	10.241	-59.196	0.018
20.000	5.307	5.195	10.247	-59.269	0.018
20.000	5.310	5.197	10.254	-59.218	0.018
20.000	5.309	5.201	10.245	-59.327	0.018
20.000	5.301	5.190	10.254	-59.268	0.018
20.000	5.316	5.202	10.252	-59.375	0.018
20.000	5.310	5.201	10.249	-59.445	0.018
30.000	7.754	8.082	15.428	-40.180	0.030
30.000	7.752	8.100	15.430	-40.185	0.030
30.000	7.753	8.094	15.425	-40.285	0.030
30.000	7.751	8.098	15.422	-40.095	0.030
30.000	7.747	8.094	15.417	-40.290	0.030
30.000	7.747	8.092	15.421	-40.307	0.030
30.000	7.756	8.110	15.431	-40.161	0.030
30.000	7.752	8.114	15.432	-40.222	0.030
30.000	7.749	8.105	15.430	-40.169	0.030
30.000	7.739	8.083	15.428	-40.199	0.030
40.000	10.541	10.557	20.547	-26.026	0.045
40.000	10.533	10.576	20.549	-26.555	0.045
40.000	10.542	10.668	20.537	-25.713	0.045
